transaction_id,customer_id,product_id,product_name,category,unit_price,quantity,implicit_rating,timestamp
TX-00058,CUST-175,prod-3,Electrolyte Spark Hydration,Hydration,3.25,2,4.0,2026-03-12 11:27:00
TX-00059,CUST-106,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,3.0,2026-02-09 18:57:00
TX-00060,CUST-146,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,3.0,2026-01-27 14:42:00
TX-00061,CUST-146,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,2,4.0,2026-03-13 20:39:00
TX-00062,CUST-131,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-01-21 12:56:00
TX-00063,CUST-104,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,4.0,2026-01-23 17:50:00
TX-00064,CUST-186,prod-6,Organic Protein Crunch Bar,Snacks,3.5,2,4.0,2026-02-01 15:10:00
TX-00065,CUST-149,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-01-05 22:14:00
TX-00066,CUST-159,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-02-14 16:52:00
TX-00067,CUST-129,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-04 13:25:00
TX-00068,CUST-136,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-01-09 15:22:00
TX-00069,CUST-166,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-02-21 17:01:00
TX-00070,CUST-134,prod-3,Electrolyte Spark Hydration,Hydration,3.25,3,4.0,2026-01-23 15:02:00
TX-00071,CUST-177,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-02-25 18:46:00
TX-00072,CUST-156,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,5.0,2026-03-19 10:24:00
TX-00073,CUST-125,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-02-02 08:45:00
TX-00074,CUST-101,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-03-08 13:23:00
TX-00075,CUST-109,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-03-27 17:39:00
TX-00076,CUST-185,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,4.0,2026-01-16 16:32:00
TX-00077,CUST-186,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-02-22 17:25:00
TX-00078,CUST-138,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,4.0,2026-03-12 11:12:00
TX-00079,CUST-186,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,5.0,2026-02-18 12:39:00
TX-00080,CUST-139,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,4.0,2026-02-21 07:19:00
TX-00081,CUST-127,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-02-25 17:29:00
TX-00082,CUST-157,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-03-28 13:32:00
TX-00083,CUST-195,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,5.0,2026-01-22 09:18:00
TX-00084,CUST-112,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-01-31 16:14:00
TX-00085,CUST-119,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-04 08:15:00
TX-00086,CUST-179,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-01-10 21:26:00
TX-00087,CUST-174,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-01-25 19:31:00
TX-00088,CUST-132,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-01-19 07:57:00
TX-00089,CUST-200,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-02-24 14:11:00
TX-00090,CUST-167,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,3.0,2026-03-01 08:35:00
TX-00091,CUST-116,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-02-28 11:51:00
TX-00092,CUST-186,prod-6,Organic Protein Crunch Bar,Snacks,3.5,2,5.0,2026-03-09 17:48:00
TX-00093,CUST-179,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,5.0,2026-03-06 20:53:00
TX-00094,CUST-158,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,4.0,2026-01-21 22:28:00
TX-00095,CUST-197,prod-7,Detox Green Juice,Fresh Juices,5.0,1,5.0,2026-02-01 15:49:00
TX-00096,CUST-163,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,2,5.0,2026-03-22 14:17:00
TX-00097,CUST-110,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-02-06 14:17:00
TX-00098,CUST-141,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-03-11 09:08:00
TX-00099,CUST-130,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,2,4.0,2026-02-19 11:45:00
TX-00100,CUST-109,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-02-23 20:21:00
TX-00101,CUST-160,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-02-23 08:13:00
TX-00102,CUST-150,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,5.0,2026-03-16 07:54:00
TX-00103,CUST-162,prod-7,Detox Green Juice,Fresh Juices,5.0,1,4.0,2026-01-01 18:19:00
TX-00104,CUST-154,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-10 14:31:00
TX-00105,CUST-135,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-02-25 22:01:00
TX-00106,CUST-144,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-03-27 19:46:00
TX-00107,CUST-160,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,4.0,2026-01-17 07:58:00
TX-00108,CUST-176,prod-7,Detox Green Juice,Fresh Juices,5.0,1,5.0,2026-03-14 07:05:00
TX-00109,CUST-155,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,3.0,2026-01-18 21:11:00
TX-00110,CUST-134,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,2,5.0,2026-02-18 17:13:00
TX-00111,CUST-142,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-02-13 19:17:00
TX-00112,CUST-133,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-01-11 22:01:00
TX-00113,CUST-170,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,5.0,2026-01-07 18:14:00
TX-00114,CUST-109,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,3.0,2026-03-25 08:48:00
TX-00115,CUST-132,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-01-26 07:39:00
TX-00116,CUST-131,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-01-17 22:42:00
TX-00117,CUST-173,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,4.0,2026-01-28 21:44:00
TX-00118,CUST-199,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-02-17 12:38:00
TX-00119,CUST-196,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,3.0,2026-01-15 12:19:00
TX-00120,CUST-175,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,5.0,2026-01-04 16:36:00
TX-00121,CUST-149,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,2,4.0,2026-02-20 13:04:00
TX-00122,CUST-114,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,5.0,2026-03-31 16:54:00
TX-00123,CUST-177,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,5.0,2026-01-16 08:22:00
TX-00124,CUST-185,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,3,5.0,2026-02-17 09:32:00
TX-00125,CUST-102,prod-6,Organic Protein Crunch Bar,Snacks,3.5,2,5.0,2026-02-23 22:06:00
TX-00126,CUST-147,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-03-23 21:45:00
TX-00127,CUST-156,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-01-23 15:39:00
TX-00128,CUST-200,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-03-03 21:27:00
TX-00129,CUST-176,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,3.0,2026-02-04 17:54:00
TX-00130,CUST-112,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,4.0,2026-02-05 21:15:00
TX-00131,CUST-173,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,3,4.0,2026-03-20 19:21:00
TX-00132,CUST-164,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-02-11 12:31:00
TX-00133,CUST-146,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,5.0,2026-02-03 17:17:00
TX-00134,CUST-190,prod-7,Detox Green Juice,Fresh Juices,5.0,1,3.0,2026-02-05 07:33:00
TX-00135,CUST-111,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-01-31 20:31:00
TX-00136,CUST-198,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-01-31 22:41:00
TX-00137,CUST-163,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,2,5.0,2026-02-27 07:05:00
TX-00138,CUST-129,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-02-21 14:19:00
TX-00139,CUST-175,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-02-17 22:35:00
TX-00140,CUST-145,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-02-24 17:22:00
TX-00141,CUST-159,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-02-04 16:16:00
TX-00142,CUST-116,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,5.0,2026-01-25 17:07:00
TX-00143,CUST-169,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-03-30 12:12:00
TX-00144,CUST-195,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-03-03 15:46:00
TX-00145,CUST-198,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-03-09 16:06:00
TX-00146,CUST-138,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-30 18:11:00
TX-00147,CUST-102,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,3.0,2026-03-10 11:17:00
TX-00148,CUST-107,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-12 16:44:00
TX-00149,CUST-182,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,3.0,2026-03-04 10:55:00
TX-00150,CUST-174,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-02-06 22:30:00
TX-00151,CUST-144,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-24 08:16:00
TX-00152,CUST-115,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-01-09 19:31:00
TX-00153,CUST-174,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,3,4.0,2026-03-22 08:09:00
TX-00154,CUST-173,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,3.0,2026-02-08 09:15:00
TX-00155,CUST-172,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-02-23 14:49:00
TX-00156,CUST-149,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,5.0,2026-02-27 21:19:00
TX-00157,CUST-155,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,3,4.0,2026-02-09 08:39:00
TX-00158,CUST-198,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,5.0,2026-01-27 13:16:00
TX-00159,CUST-111,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-01-21 14:11:00
TX-00160,CUST-110,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-21 07:26:00
TX-00161,CUST-189,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,3.0,2026-03-18 22:18:00
TX-00162,CUST-130,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,4.0,2026-02-06 16:44:00
TX-00163,CUST-110,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-03-29 14:59:00
TX-00164,CUST-181,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,3.0,2026-03-17 13:27:00
TX-00165,CUST-170,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-01-29 11:58:00
TX-00166,CUST-119,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,4.0,2026-01-10 08:10:00
TX-00167,CUST-177,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-14 16:28:00
TX-00168,CUST-160,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-03-30 16:44:00
TX-00169,CUST-135,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-03-06 22:28:00
TX-00170,CUST-177,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-01-06 20:47:00
TX-00171,CUST-178,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-02-02 07:05:00
TX-00172,CUST-187,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-03-15 07:48:00
TX-00173,CUST-135,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-03-15 08:48:00
TX-00174,CUST-161,prod-7,Detox Green Juice,Fresh Juices,5.0,1,4.0,2026-03-08 21:58:00
TX-00175,CUST-124,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-03-16 20:40:00
TX-00176,CUST-112,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,2,5.0,2026-03-02 18:26:00
TX-00177,CUST-142,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,3.0,2026-03-27 10:54:00
TX-00178,CUST-143,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,5.0,2026-02-22 22:18:00
TX-00179,CUST-152,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-12 08:29:00
TX-00180,CUST-141,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,4.0,2026-02-02 17:07:00
TX-00181,CUST-166,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-01-01 21:26:00
TX-00182,CUST-125,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-03-08 18:39:00
TX-00183,CUST-181,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,4.0,2026-02-26 08:13:00
TX-00184,CUST-171,prod-6,Organic Protein Crunch Bar,Snacks,3.5,2,5.0,2026-01-17 16:28:00
TX-00185,CUST-116,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-01-04 14:45:00
TX-00186,CUST-140,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-03-12 07:35:00
TX-00187,CUST-112,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-01-29 10:29:00
TX-00188,CUST-183,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-01-20 22:59:00
TX-00189,CUST-138,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,4.0,2026-03-07 15:26:00
TX-00190,CUST-161,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,3.0,2026-02-01 21:35:00
TX-00191,CUST-150,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-01-25 11:55:00
TX-00192,CUST-136,prod-3,Electrolyte Spark Hydration,Hydration,3.25,2,5.0,2026-02-23 17:59:00
TX-00193,CUST-101,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-02-06 16:53:00
TX-00194,CUST-175,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-26 22:55:00
TX-00195,CUST-158,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,4.0,2026-03-10 22:22:00
TX-00196,CUST-171,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,4.0,2026-03-11 19:29:00
TX-00197,CUST-125,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,4.0,2026-03-31 14:36:00
TX-00198,CUST-130,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,5.0,2026-02-22 08:20:00
TX-00199,CUST-191,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,5.0,2026-02-18 19:42:00
TX-00200,CUST-120,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,5.0,2026-03-05 08:08:00
TX-00201,CUST-176,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,2,5.0,2026-02-12 10:55:00
TX-00202,CUST-113,prod-7,Detox Green Juice,Fresh Juices,5.0,2,4.0,2026-03-09 21:00:00
TX-00203,CUST-153,prod-3,Electrolyte Spark Hydration,Hydration,3.25,2,5.0,2026-03-25 11:04:00
TX-00204,CUST-134,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,3.0,2026-02-13 19:41:00
TX-00205,CUST-143,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,5.0,2026-03-28 19:20:00
TX-00206,CUST-192,prod-3,Electrolyte Spark Hydration,Hydration,3.25,2,4.0,2026-03-04 08:39:00
TX-00207,CUST-131,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,5.0,2026-03-22 16:14:00
TX-00208,CUST-112,prod-3,Electrolyte Spark Hydration,Hydration,3.25,1,5.0,2026-02-25 10:48:00
TX-00209,CUST-191,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,5.0,2026-01-13 21:10:00
TX-00210,CUST-139,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-01-04 08:20:00
TX-00211,CUST-138,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,1,3.0,2026-02-15 18:27:00
TX-00212,CUST-132,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-03-09 20:36:00
TX-00213,CUST-124,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-01-22 12:05:00
TX-00214,CUST-149,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,2,4.0,2026-03-21 14:31:00
TX-00215,CUST-130,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,4.0,2026-03-01 15:29:00
TX-00216,CUST-186,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-01-02 21:57:00
TX-00217,CUST-187,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-03-11 12:04:00
TX-00218,CUST-145,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-03-17 16:40:00
TX-00219,CUST-189,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,2,5.0,2026-02-02 21:54:00
TX-00220,CUST-126,prod-7,Detox Green Juice,Fresh Juices,5.0,1,3.0,2026-02-19 22:06:00
TX-00221,CUST-149,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,3,5.0,2026-03-15 18:36:00
TX-00222,CUST-190,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,5.0,2026-02-07 07:53:00
TX-00223,CUST-151,prod-6,Organic Protein Crunch Bar,Snacks,3.5,2,4.0,2026-02-05 07:36:00
TX-00224,CUST-178,prod-8,Mango Passion Kombucha,Fresh Juices,4.25,1,3.0,2026-03-05 16:49:00
TX-00225,CUST-178,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,3.0,2026-02-15 14:40:00
TX-00226,CUST-180,prod-6,Organic Protein Crunch Bar,Snacks,3.5,1,3.0,2026-02-02 11:40:00
TX-00227,CUST-181,prod-4,Dark Chocolate Almond Bar,Snacks,2.75,2,5.0,2026-03-24 08:19:00
TX-00228,CUST-105,prod-2,Matcha Green Tea Latte,Coffee & Tea,4.0,1,3.0,2026-03-16 18:46:00
TX-00229,CUST-112,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,4.0,2026-02-07 17:47:00
TX-00230,CUST-123,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,5.0,2026-01-26 11:50:00
TX-00231,CUST-147,prod-1,Nitro Cold Brew,Coffee & Tea,4.5,1,3.0,2026-03-09 15:53:00
TX-00232,CUST-133,prod-5,Dragonfruit Sparkling Water,Hydration,2.5,1,4.0,2026-03-03 16:47:00
